,Approximate Entropy: m=3 r=0.7,Conduction Delay: set_thresh=False,Energy Ratio by Chunks: num_segments=10 segment_focus=2,Index Mass Quantile: q=0.6,Label 1,Label 2,Location of Maximum Energy: M=14,Maximum Absolute Value,Normalised Standard Deviation,Number of Peaks: set_thresh=False,Number of Peaks: set_thresh=True,Peaks Between Min and Max,Percentage Fractionation: thresh=0.01,Power Spectral Entropy,Power Spectral Entropy Around Maximum Energy,Ratio Beyond 5xSTD,Sample Entropy Around Max Energy: width=60 r=0.025,Spectral Centroid,Spectral Centroid Around Maximum Energy,Standard Deviation
313,-0.008054473398464657,-1,0.002409491122776604,0.03333333333333334,0,0,2,-3839.0,-0.042724644587798094,1,0,0,0.6666666666666661,0.49650514175534965,-0.2148515201946508,0.006666666666666667,-0.039992582100504576,6.525603492073733,-0.8940491460871276,-0.04441541740053559
314,0.008554361729393611,-1,0.004995560476101096,-0.006666666666666668,0,0,-1,-1533.0,-2.5942940244938484e-06,0,0,0,-2.666666666666667,-0.5986037151222199,-0.4908313694842499,0.0,-0.09073896738208079,0.8820913426555226,-0.6674286286795121,-0.0015674325213834994
315,-0.002944437180687931,-1,0.00808324310481182,0.026666666666666672,0,0,2,-366.0,-0.05383044092759984,1,0,0,2.666666666666666,0.3923443585213242,-0.11329662139195928,0.013333333333333334,-0.16847564154445854,4.017410737827037,-0.10327742853459343,-0.054849391282051185
316,-0.004076033528638501,-1,0.009977977096064336,0.03333333333333334,0,0,-1,2789.0,-0.11064132387495271,1,0,0,2.666666666666666,0.9582289181100228,-0.9326022965728005,0.013333333333333334,-0.13767765050117492,11.908203217945212,-1.9138178374347152,-0.11079324811016865
317,0.016103504726823648,-1,0.02815206196607502,0.06666666666666668,0,0,-1,-3627.0,-0.03460439322073436,4,0,0,4.666666666666666,0.7345948130435547,-0.8311815857177669,0.006666666666666667,0.16312021558952125,7.824582392208468,-0.953723855480364,-0.03556393506069208
318,-0.0007549779475576335,-1,0.002889604652134407,0.026666666666666672,0,0,-1,3311.0,-0.06886501741277298,1,0,0,3.333333333333334,0.21525428989377726,0.42120791918284795,0.02,-0.11955651979775557,0.41629726476855033,1.93178326285308,-0.06897407819194643
319,-0.012480956479044125,2,0.003403377516229791,0.026666666666666672,0,0,-1,4540.0,-0.07138971696216176,0,0,0,0.6666666666666661,0.21434333449347776,-0.010287944129077076,0.013333333333333334,0.023775144149940225,1.3249524887685595,0.7375819213317536,-0.07104856260743167
320,0.0768094438346012,7,0.05040108846986943,0.07999999999999999,0,0,-1,935.0,-0.057763614534681346,2,0,0,-2.0000000000000004,0.1696268472403215,-0.4079685813517706,0.013333333333333334,0.45034020892027216,0.14032316986606652,-1.2393403581269191,-0.058789458928508787
321,-0.050923671785782276,-10,-0.008348701204417098,-0.07999999999999999,0,0,-10,13840.0,0.025278833892820096,-1,0,0,-6.666666666666668,0.48433641616698564,0.6175941940437957,-0.013333333333333334,-0.0917002780535491,3.860300884980738,0.7976957312613742,0.02488512577346194
322,-0.05102820374011319,-10,-0.008356002712105223,-0.07999999999999999,0,0,-10,13840.0,0.007588485300190462,-1,0,0,-8.0,0.5681767690179149,0.7924062713285505,0.0,-0.15318060703152714,3.9813262244046985,1.1224038619104624,0.007193280829944387
323,-0.04588635905555205,-10,-0.0077098058716373995,-0.07333333333333332,0,0,-9,13840.0,0.03906457817015535,-1,0,0,-7.333333333333334,0.4634042034911512,0.08447495324315746,-0.013333333333333334,-0.0982839814173907,4.781844880174653,-0.19821809009614633,0.038671566484729136
324,-0.018456634599022914,-9,-0.00783361621735112,-0.07333333333333332,0,0,-9,13840.0,0.023782978618018008,-1,0,0,-6.666666666666668,0.4554119194187103,0.49843364048980776,-0.013333333333333334,-0.1393442176496746,3.7285290325985336,0.6145933475041883,0.02338557619480877
